journal_title,publisher,issn,online_issn,year_inception,field_of_research,abdc_rating,abdc_list_version,source_url
The Sociological Review,Sage Publications,0038-0261,1467-954X,1908,3507,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
The Sydney Law Review,Sydney Law School,0082-0512,,1953,4801,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
The Tax Lawyer,American Bar Association,0040-005X,,1947,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
The TQM Journal,Emerald Group Publishing,1754-2731,1754-274X,1998,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
The UNE Law Journal,University of New England,1449-2199,,2004,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
The World Bank Economic Review,Oxford University Press,0258-6770,1564-698X,1986,3801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
The World Economy,Wiley-Blackwell Publishing,0378-5920,1467-9701,1968,3801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
The Yale Law Journal,"The Yale Law Journal Company, Inc.",0044-0094,1939-8611,1891,4801,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Theoretical and Applied Economics,General Association of Economists from Romania,1841-8678,1844-0029,1994,3803,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Theoretical Economics,The Econometric Society,1933-6837,1555-7561,2006,3803,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Theory and Decision: an international journal for multidisciplinary advances in decision sciences,Springer International Publishing,0040-5833,1573-7187,1970,3803,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Theory of Probability and its Applications,SIAM Publications Online,0040-585X,1095-7219,1956,4905,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Third Sector Review,Australia and New Zealand Third Sector Research Inc. (ANZTSR),1323-9163,1839-5937,1995,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Third World Quarterly,Taylor & Francis Online,0413-6597,1360-2241,1979,3599,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Thunderbird International Business Review,Wiley-Blackwell Publishing,1096-4762,1520-6874,1959,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tijdschrift voor Economische en Sociale Geografie,Wiley-Blackwell Publishing,,1467-9663,1910,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Time and Society,Sage Publications,0961-463X,1461-7463,1992,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tobacco Control,BMJ Publishing Group,0964-4563,1468-3318,1992,3506,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
TOP - Transactions in Operations Research,Springer,1134-5764,1863-8279,,3599,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tort Law Review,Thomson Reuters,1039-3285,,1993,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Torts Law Journal,LexisNexis,1038-5967,,1993,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Total Quality Management and Business Excellence,Taylor & Francis Online,1478-3363,1478-3371,1996,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism & Management Studies,University of Algarve,21828458,21828466,,3508,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism Analysis,Cognizant Communication Corporation,1083-5423,1943-3999,1996,3508,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism and Hospitality Management,"University of Rijeka, Faculty of Tourism and Hospitality Management",1330-7533,1847-3377,,3508,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism and Hospitality Research,Sage Publications,1467-3584,1742-9692,1999,3508,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism Economics,Sage Publications,1354-8166,2044-0375,1995,3508,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism Geographies,Taylor & Francis Online,1461-6688,1470-1340,1999,3508,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism in Marine Environments,Cognizant Communication Corporation,1544-273X,2169-0197,2004,3508,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism Management,Elsevier,0261-5177,1879-3193,1983,3508,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism Management Perspectives,Elsevier,2211-9736,,2012,3508,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism Planning & Development,Taylor & Francis Online,2156-8316,2156-8324,2004,3508,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism Recreation Research,Taylor & Francis Online,0250-8281,2320-0308,1976,3508,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism Review,Emerald Group Publishing,1660-5373,1759-8451,2001,3508,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism Review International,Cognizant Communication Corporation,1544-2721,1943-4421,2000,3508,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Tourism, Culture and Communication",Cognizant Communication Corporation,1098-304X,1943-4146,1998,3508,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourism: An International Interdisciplinary Journal,Institute for Tourism,1332-7461,1849-1545,1956,3508,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tourist Studies,Sage Publications,1468-7976,1741-3206,2001,3508,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transfer: European review of labour and research,Sage Publications,1024-2589,1996-7284,1995,3505,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transformations in Business and Economics,Vilnius University,1648-4460,,2002,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Transforming Government: People, Process and Policy",Emerald Group Publishing Limited,1750-6166,1750-6174,2007,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transnational Corporations Review,Taylor & Francis Online,1918-6444,1925-2099,2009,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transport Policy,Elsevier,0967-070X,1879-310X,1993,3509,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transport Reviews,Taylor & Francis Online,0144-1647,1464-5327,1981,3509,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation,Springer International Publishing,0049-4488,1572-9435,1972,3509,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Journal,University of Pennsylvania Press,0041-1612,2157-328X,1961,3509,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Letters,Taylor & Francis Online,1942-7867,1942-7875,2009,3509,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Planning and Technology,Taylor & Francis Online,0308-1060,1029-0354,1972,3509,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Research Part A: Policy and Practice,Elsevier,0965-8564,1879-2375,1967,3509,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Research Part B: Methodological,Elsevier,0191-2615,1879-2367,1979,3509,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Research Part C: Emerging Technologies,Elsevier,0968-090X,1879-2359,1993,3509,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Research Part D: Transport and Environment,Elsevier,1361-9209,1879-2340,1996,3509,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Research Part E: Logistics and Transportation Review,Elsevier,1366-5545,1878-5794,1964,3509,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Research Part F: Traffic Psychology and Behaviour,Elsevier,1369-8478,1873-5517,1998,3509,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Research Record,Sage Publications,0361-1981,2169-4052,1974,3509,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportation Science,The Institute for Operations Research and the Management Sciences (INFORMS),0041-1655,1526-5447,1967,3509,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportmetrica A: Transport Science,Taylor & Francis Online,2324-9935,2324-9943,2005,3509,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Transportmetrica B: Transport Dynamics,Taylor & Francis Online,2168-0566,2168-0582,2013,3509,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Travel Behaviour and Society,Elsevier,2214-367X,,2014,3509,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Tulane Maritime Law Journal,Tulane University Law School,1048-3748,,1975,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
UBC Law Review,University of British Columbia,0068-1849,,1949,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
UCLA Pacific Basin Law Journal,UCLA School of Law,0884-0768,,1982,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of Chicago Law Review,University of Chicago Law School,0041-9494,1939-859X,1933,4801,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of Miami Business Law Review,University of Miami,1047-2819,,1990,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of New South Wales Law Journal,University of New South Wales,0313-0096,,1975,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of Pennsylvania Journal of Business Law,University of Pennsylvania Law School,1940-8064,,1998,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of Queensland Law Journal,University of Queensland Press,0083-4041,,1948,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of San Francisco Maritime Law Journal,University of San Francisco,1061-3331,,1989,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of Tasmania Law Review,University of Tasmania,0082-2108,,1958,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of Toronto Law Journal,University of Toronto Press,0042-0220,1710-1174,1935,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of Western Australia Law Review,The University of Western Australia,0042-0328,,1948,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
University of Western Sydney Law Review,University of Western Sydney,1446-9294,,1997,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
UNLV Gaming Research and Review Journal,University of Nevada,1535-7589,,1994,3504,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Urban Affairs Review,Sage Publications,1078-0874,1552-8332,1965,3599,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Urban Studies: an international journal for research in urban studies,Sage Publications,0042-0980,1360-063X,1964,3599,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
US Bureau of Labor Statistics: Monthly Labor Review,US Bureau of Labor Statistics,0098-1818,1937-4658,1915,3599,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Value in Health,Elsevier ScienceDirect / ISPOR,1098-3015,,,3899,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Vanderbilt Journal of Transnational Law,Vanderbilt University,0090-2594,,1967,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Variance: advancing the science of risk,Casualty Actuarial Society,1940-6444,1940-6452,2007,3502,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Venture Capital,Taylor & Francis Online,1369-1066,1464-5343,1999,3502,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Victoria University of Wellington Law Review,"Victoria University of Wellington, Law Faculty",1171-042X,,1953,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Vietnam's Socio-Economic Development,The Vietnam Institute of Economics,0868-359X,,1995,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Villanova Journal of Law and Investment Management,Villanova University,1523-5513,1523-5513,1999,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Vindobona Journal of International Commercial Law and Arbitration,Moot Alumni Association,1439-9741,,1998,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
VINE Journal of Information and Knowledge Management Systems,Emerald Group Publishing,2059-5891,,1971,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Virginia Tax Review,University of Virginia School of Law,0735-9004,,1981,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Vision: The Journal of Business Perspectives,Sage Publications,0972-2629,2249-5304,1997,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Visitor Studies,Taylor & Francis Online,1064-5578,1934-7715,1988,3508,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Voluntas: International Journal of Voluntary and Non-Profit Organizations,Springer International Publishing,0957-8765,1573-7888,1990,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Waikato Law Review,Waikato University,1172-9597,,1993,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Washington International Law Journal,University of Washington School of Law,1066-8632,,1992,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Washington Journal of Law, Technology & Arts",University of Washington School of Law,1547-0695,2157-2534,2004,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Water Resources Research,Wiley-Blackwell Publishing,0043-1397,1944-7973,1965,3599,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
West European Politics,Taylor & Francis Online,0140-2382,1743-9655,1978,3599,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Western Australian Law Teachers' Review,Western Australian Teachers of Law,2653-7710,,2023,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Western Economics Forum,Western Agricultural Economics Association,1550-4980,,2002,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Western Journal of Communication,Taylor & Francis Online,1057-0314,1745-1027,1992,3599,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Work & Stress: An international Journal of Work, Health and Organisations",Taylor & Francis Online,0267-8373,1464-5335,1987,3505,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Work and Occupations,Sage Publications,0730-8884,1552-8464,1974,3505,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Work, Aging and Retirement",Oxford University Press,2054-4642,2054-4650,2015,3505,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Work, Employment and Society",Sage Publications,0950-0170,1469-8722,1987,3505,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
World Bank Research Observer,Oxford University Press,0257-3032,1564-6971,1986,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
World Competition Law and Economics Review,Kluwer Law International,1011-4548,1875-8436,1977,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
World Development,Elsevier,0305-750X,1873-5991,1973,3801,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
World Economics,World Economics Limited,1468-1838,1474-3884,2000,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
World Journal of Management and Economics,Rosetta Publications,1819-8643,1998-1392,2006,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
World Journal of VAT/GST,Hart Publishing,2048-8432,2048-8440,2012,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
World Leisure Journal,Taylor & Francis Online,1607-8055,2333-4509,2000,3504,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
